longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,Unnamed: 8,ocean_proximity,median_house_value,,median_house_value
-121.92,36.54,33,5323,887,1670,740,3.9792,,NEAR OCEAN,301128.01,,468000
-121.62,36.68,43,2534,592,2448,603,2.4884,,<1H OCEAN,156092,,130500
-122.31,37.52,24,2328,335,969,354,7.7364,,NEAR OCEAN,399954.35,,435800
-120.74,39.82,9,1955,398,294,122,3.9583,,INLAND,138431,,126500
-118.27,34.09,44,3646,912,1783,861,2.9709,,<1H OCEAN,225580.01,,225000
-117.83,33.77,22,2956,642,1342,558,4.1151,,<1H OCEAN,225475,,203200
-117.25,33.37,8,1755,530,1687,511,1.995,,<1H OCEAN,145346,,146900
-118.24,33.83,22,7368,1367,4721,1342,4.8438,,<1H OCEAN,286906.04,,213100
-118.4,34.06,47,3652,967,1438,887,3.6964,,<1H OCEAN,425302.56,,500001
-117.09,32.62,34,1576,364,1153,381,2.1955,,NEAR OCEAN,134282,,129700
-121.28,38.13,48,1892,333,804,352,4.0625,,INLAND,149646.98,,143200
-122.42,37.73,35,1871,342,1055,310,4.625,,NEAR BAY,294414.03,,279300
-121.64,39.12,13,6408,1087,3294,1106,4.2656,,INLAND,154634,,110700
-121.38,37.88,44,1158,226,1094,224,2.6842,,INLAND,88766,,156300
-118.26,34.07,40,680,273,995,249,2.2607,,<1H OCEAN,162409,,165600
-118.12,33.84,37,1242,221,565,213,4.1094,,<1H OCEAN,204940.02,,215800
-118.19,33.95,42,2309,685,2609,673,2.7206,,<1H OCEAN,150744,,162100
-117.27,34.06,20,5258,1514,3780,1404,2.025,,INLAND,86275,,85700
-122.47,37.76,34,2807,487,1152,445,5.1893,,NEAR BAY,317018.03,,420300
-117.08,34.03,23,3862,699,2082,652,3.154,,INLAND,133239,,115700
-120.45,36.86,34,673,173,539,182,2.3523,,INLAND,78931,,66000
-118.43,34.24,35,1488,293,1112,288,4.4688,,<1H OCEAN,210827,,182500
-116.26,33.07,17,934,284,452,184,1.9875,,INLAND,65720,,83700
-120.01,38.92,25,1758,357,689,278,2.675,,INLAND,101328,,104200
-121.62,39.12,35,2787,587,1431,601,2.5469,,INLAND,95566,,65900
-117.02,32.95,25,1909,334,1043,322,3.7784,,<1H OCEAN,163222,,160100
-117.24,32.79,18,1741,602,508,283,3.2625,,NEAR OCEAN,251971.07,,193800
-122.33,40.48,26,695,126,319,124,3.2788,,INLAND,93902,,101600
-119.77,36.32,14,3400,618,1867,612,3.9926,,INLAND,98744,,92500
-117.19,34.05,33,1688,313,808,298,3.2188,,INLAND,114985,,117800
-122.12,37.88,35,2785,362,1001,363,8.0448,,NEAR BAY,434608.48,,433300
-118.3,33.86,35,2016,365,1083,369,5.1727,,<1H OCEAN,237833,,230200
-118.38,33.87,21,4151,1018,2054,925,4.9821,,<1H OCEAN,370582.17,,292900
-118.07,33.67,13,5126,711,2429,718,9.5268,,NEAR OCEAN,463468.48,,437900
-117.14,32.75,25,1908,513,956,467,2.4828,,NEAR OCEAN,184618.01,,133300
-121.38,38.62,41,774,144,356,150,3.5625,,INLAND,125946,,115300
-117.3,34.12,34,1127,275,971,249,2.0583,,INLAND,72703,,64800
-121.84,36.62,26,32,8,27,10,2.225,,<1H OCEAN,214180,,150000
-120.91,37.73,31,840,154,429,150,2.4063,,INLAND,121753,,170200
-117.25,32.75,36,1929,526,974,491,1.7622,,NEAR OCEAN,151038,,205800
-118.32,34.12,52,3410,800,1218,783,4.15,,<1H OCEAN,315039.11,,393500
-122.08,37.82,4,2045,237,830,252,11.3421,,NEAR BAY,478792.88,,500001
-119.46,35.17,40,4164,812,1998,773,2.8323,,INLAND,90020,,50800
-118.33,33.86,38,914,176,519,174,6.0335,,<1H OCEAN,341849.04,,255400
-122.36,40.66,17,2786,559,1528,517,2.0119,,INLAND,84808,,75800
-121.91,38.02,15,2966,558,1687,527,3.4817,,INLAND,131427,,129800
-121.94,37.29,20,710,188,363,176,4.0962,,<1H OCEAN,221429,,214100
-121.78,38.68,39,2806,662,1659,638,1.9787,,INLAND,74363,,97800
-118.25,34.05,8,3105,1256,1086,997,0.8131,,<1H OCEAN,298909.04,,275000
-122.44,37.75,46,1519,291,573,289,4.2667,,NEAR BAY,299316.02,,338800
-115.96,33.3,27,322,81,112,57,1.125,,INLAND,75037,,54400
-121.91,36.63,42,817,194,391,193,2.1776,,<1H OCEAN,196036.01,,279200
-118.44,34.5,5,1514,220,1355,215,8.1344,,INLAND,376852.16,,359000
-121.14,38.92,16,2069,312,889,299,4.6771,,INLAND,168668,,212000
-117.06,32.71,25,2681,596,1947,553,2.8964,,NEAR OCEAN,130211,,104300
-118.42,33.93,39,2988,605,1466,610,4.9286,,<1H OCEAN,382628.27,,341400
-118.03,33.78,26,2001,302,836,298,5.1061,,<1H OCEAN,239259,,257500
-118.41,34.01,33,3306,974,2475,924,2.8797,,<1H OCEAN,295121.01,,285300
-122.29,37.88,52,2159,424,824,388,3.8897,,NEAR BAY,222505,,218400
-121.35,38.46,2,6992,1132,2816,984,4.3879,,INLAND,149544,,144400
-122.15,37.7,36,1464,244,672,261,3.5547,,NEAR BAY,183130,,194700
-121.62,39.13,41,1317,309,856,337,1.6719,,INLAND,62099,,64100
-118.16,34.16,44,1284,278,925,261,1.7321,,<1H OCEAN,142835,,178400
-120.84,38.63,12,1313,231,731,232,5.7373,,INLAND,197282,,208300
-117.99,33.7,13,4013,903,1999,859,4.625,,<1H OCEAN,239779.01,,248800
-118.32,34.26,32,3690,791,1804,715,4.4875,,<1H OCEAN,238130,,222700
-118.17,34.67,5,8352,1555,3723,1389,4.5659,,INLAND,151672,,140300
-122.65,38.11,21,3891,616,1968,632,5.5524,,<1H OCEAN,295309.01,,279200
-117.97,33.99,23,3335,570,1560,555,5.7268,,<1H OCEAN,278796.02,,300300
-118.31,33.73,33,2265,366,986,388,5.4533,,NEAR OCEAN,302811.04,,409800
-122.18,37.41,21,1034,117,323,117,10.7237,,NEAR OCEAN,484469.93,,500001
-117.57,33.88,35,1755,446,1453,428,2.316,,INLAND,104496,,119400
-117.51,34.14,21,2455,381,1094,327,4.6437,,INLAND,138225,,191700
-122.55,38.02,27,4985,711,1928,742,6.4978,,NEAR BAY,348860.07,,361500
-115.57,32.78,20,1534,235,871,222,6.2715,,INLAND,179270,,97200
-122.31,38.33,26,2155,339,956,365,4.0132,,NEAR BAY,175909,,174700
-119.2,34.26,13,3009,588,1439,607,4.1845,,NEAR OCEAN,230596,,199500
-119.47,36.69,19,3351,589,1578,542,3.2917,,INLAND,93846,,160100
-121.46,38.65,14,3167,551,1787,533,3.8125,,INLAND,134792,,92600
-117.57,34.15,3,12806,2219,4249,1499,5.485,,INLAND,211533,,343100
-118.27,34.05,12,535,328,1194,365,1.2012,,<1H OCEAN,157685.02,,275000
-117.23,34.49,9,4055,536,1458,478,5.4201,,INLAND,176911,,170600
-121.44,38.46,10,4446,897,2499,884,3.5461,,INLAND,127868,,103600
-122.08,37.38,36,1199,198,485,199,5.0796,,NEAR BAY,336348.09,,373400
-117.64,33.48,12,2007,397,1033,373,5.6754,,<1H OCEAN,256399,,275900
-121.31,38.57,22,1229,253,733,250,2.5,,INLAND,111764,,101600
-117.13,32.75,37,4142,1031,1936,968,2.693,,NEAR OCEAN,164168,,174100
-117.24,32.72,39,3089,431,1175,432,7.5925,,NEAR OCEAN,472154.71,,466700
-117.93,33.85,31,2149,465,966,302,3.875,,<1H OCEAN,226098,,183900
-118.07,33.89,29,1138,217,964,222,4.537,,<1H OCEAN,183514,,185300
-118.36,33.84,22,11016,3170,6664,2838,3.703,,<1H OCEAN,283661.04,,361300
-118.56,34.23,36,3215,529,1710,539,5.5126,,<1H OCEAN,250971,,248400
-119.03,35.37,42,2508,483,1035,442,2.6513,,INLAND,71395,,72300
-117.93,33.86,35,931,181,516,174,5.5867,,<1H OCEAN,262968.01,,182500
-117.03,33.32,14,1088,209,601,193,3.8438,,<1H OCEAN,186048,,243800
-118.03,33.79,32,3191,634,1718,611,4.1548,,<1H OCEAN,201207,,216600
-117.14,32.75,27,1551,464,880,400,2.4167,,NEAR OCEAN,183069.01,,131300
-118.31,33.9,30,2407,581,1724,531,3.4792,,<1H OCEAN,203410.01,,194700
-117.07,33.03,15,1095,158,361,176,6.8099,,<1H OCEAN,283329.07,,328200
-121.31,37.81,36,284,53,130,47,3.1429,,INLAND,143941,,179200
-122.23,37.82,52,3494,396,1192,383,12.3804,,NEAR BAY,498659.99,,500001
-118.22,34.13,52,791,174,501,162,3.3542,,<1H OCEAN,184114,,178100
-117.19,34.08,5,4458,751,2392,773,4.5938,,INLAND,139405,,126500
-117.07,32.6,18,2602,551,1042,550,1.9267,,NEAR OCEAN,115847,,67500
-122.18,40.02,30,1952,397,961,333,2.25,,INLAND,70501,,68200
-121.54,36.7,12,6758,1241,3918,1100,3.525,,<1H OCEAN,182002,,201700
-122,37.98,35,1192,201,535,172,4.9219,,INLAND,205085,,182000
-117.8,33.63,8,32,9,26,11,4.1944,,<1H OCEAN,230703.05,,270800
-118.32,33.91,35,881,159,605,170,3.6654,,<1H OCEAN,198266,,184500
-119.71,34.45,35,2183,363,988,351,5.5922,,<1H OCEAN,267760.01,,384400
-122.19,37.44,38,3383,456,1203,465,9.3198,,NEAR OCEAN,492753.93,,500001
-118.24,33.93,32,1063,282,992,253,0.8984,,<1H OCEAN,106115,,88700
-117.25,34.14,19,5163,1229,2680,1141,2.2482,,INLAND,94333,,114500
-117.86,34.14,33,2344,363,1098,359,6.2089,,INLAND,241507.01,,283400
-118.41,34.3,28,3187,569,2205,559,5.1668,,<1H OCEAN,223092.01,,187400
-119.28,36.52,19,1402,324,1327,316,2.25,,INLAND,63460,,53200
-117.5,33.87,4,6755,1017,2866,850,5.0493,,INLAND,165390,,239800
-123.64,39.45,21,3359,677,1908,642,3.0433,,<1H OCEAN,149683,,140700
-117.88,33.89,19,3583,911,2300,871,3.0214,,<1H OCEAN,180735,,218400
-120.51,41.35,16,2843,564,892,386,2.5074,,INLAND,97836,,69100
-121.86,37.34,40,2277,508,1718,434,3.0089,,<1H OCEAN,191842,,185200
-118.38,33.8,36,4421,702,1433,624,8.0838,,NEAR OCEAN,493958.84,,500001
-118.19,34.05,35,1296,307,1423,276,2.7432,,<1H OCEAN,143231,,135200
-121.49,38.57,38,2410,967,1091,829,1.2209,,INLAND,86649,,87900
-117.27,33.22,5,2283,337,999,325,5.0249,,<1H OCEAN,216952.01,,196700
-120.27,39.35,11,2520,401,397,165,4.665,,INLAND,141244,,145600
-118.43,34.03,26,1706,516,894,435,3.1875,,<1H OCEAN,287167.01,,372700
-118,34.08,23,1627,318,1279,289,4.6467,,INLAND,170818,,185100
-121.33,38.62,19,1853,415,772,397,2.2574,,INLAND,111116,,135800
-118.19,34.05,47,1273,264,1193,260,2.4375,,<1H OCEAN,145304,,122900
-122.49,37.63,31,3109,621,1472,618,5.155,,NEAR OCEAN,273021,,263900
-117.04,32.77,21,1824,447,962,431,2.7826,,<1H OCEAN,152148.01,,143800
-122.15,37.46,30,4198,1244,2678,1147,3.6712,,NEAR BAY,227933.01,,308600
-118.31,33.75,36,2715,474,1303,457,4.6042,,NEAR OCEAN,326230.13,,357300
-117.94,33.81,33,1891,334,932,343,4.2759,,<1H OCEAN,221103,,238000
-119.26,34.46,30,3826,691,1656,657,4.0074,,<1H OCEAN,224856,,434700
-122.43,37.78,17,2728,908,1670,893,1.077,,NEAR BAY,291382.05,,115000
-122.53,37.66,25,7778,1493,4674,1451,5.4694,,NEAR OCEAN,297701.03,,272400
-117.38,34.11,32,3179,662,1878,661,3.1375,,INLAND,115909,,101200
-117.21,32.82,31,2035,383,866,360,3.8529,,NEAR OCEAN,254395.02,,212000
-117.58,33.65,4,2000,422,833,386,5.7709,,<1H OCEAN,248507,,190300
-118.12,33.91,36,2053,386,1023,394,3,,<1H OCEAN,184977,,216600
-118.37,33.94,29,2265,813,3425,781,2.3675,,<1H OCEAN,191858,,149400
-121.89,37.35,43,1185,296,933,244,2.925,,<1H OCEAN,202028,,170800
-118.34,34.02,49,1609,371,896,389,2.5156,,<1H OCEAN,184385,,136600
-117.23,33.01,18,3961,511,1541,470,11.1118,,NEAR OCEAN,465047.43,,500001
-117.23,33.94,7,13195,2696,6763,2437,3.5851,,INLAND,147661,,142000
-117.46,34.06,24,2831,478,1582,435,4.3397,,INLAND,128609,,195600
-117.92,33.86,26,745,161,247,151,3.6375,,<1H OCEAN,202192,,133900
-118.33,34.06,52,1368,231,737,248,8.3617,,<1H OCEAN,495977.97,,433800
-122.45,37.77,52,1722,465,885,437,3.0906,,NEAR BAY,363324.06,,500001
-121.15,39.23,13,3883,763,1816,682,2.8102,,INLAND,138588,,144400
-118.17,33.98,31,1236,329,1486,337,3.0938,,<1H OCEAN,158458,,155400
-117.85,34.08,23,1160,166,467,178,8.105,,<1H OCEAN,437357.56,,386200
-121.84,39.73,52,677,152,379,154,1.6797,,INLAND,73302,,94800
-121.87,38.02,31,3644,746,2229,678,3.1389,,INLAND,138614,,117800
-118.07,33.86,31,2943,518,1703,472,3.7091,,<1H OCEAN,192571.01,,225900
-122.31,37.92,43,2116,407,900,361,4.1587,,NEAR BAY,213488.01,,212200
-117.95,34.07,37,1987,399,1279,378,4.1172,,<1H OCEAN,196660,,176500
-121.47,39.49,17,1554,242,553,230,3.2174,,INLAND,107101,,91800
-118.01,33.66,19,4559,1045,1949,910,4.355,,NEAR OCEAN,311516.17,,429200
-117.31,34.03,9,1199,187,629,207,5.7393,,INLAND,178260,,151600
-118.23,34,35,167,60,267,55,1.5227,,<1H OCEAN,145014,,350000
-118.32,33.9,35,3189,680,1882,651,3.6625,,<1H OCEAN,232010,,188000
-117.08,32.63,30,2504,559,1827,490,2.6146,,NEAR OCEAN,130750,,159400
-118.47,34.26,34,1300,289,650,291,3.8875,,<1H OCEAN,209969,,199200
-122.07,37.4,16,3352,813,1440,729,3.7359,,NEAR BAY,263426.02,,262500
-119.74,36.78,27,4049,947,2254,882,2.2467,,INLAND,79445,,70700
-118.16,34.03,45,894,231,925,222,2.6042,,<1H OCEAN,145743,,145000
-117.77,34.1,50,2388,494,1241,459,2.8818,,INLAND,149172,,167200
-118.08,33.97,36,1620,298,1258,309,3.9773,,<1H OCEAN,170559,,166700
-120.85,37.08,3,3425,611,1588,459,4.1779,,INLAND,170394,,147800
-118.17,33.77,39,2953,878,1379,785,2.1378,,NEAR OCEAN,182625.01,,180400
-122.69,38.3,30,3919,743,1693,693,3.3827,,<1H OCEAN,194955,,292100
-117.08,33.09,23,3792,624,1988,658,4.7566,,<1H OCEAN,200767,,178300
-117.75,34.07,52,1548,348,1131,343,2.63,,INLAND,118735,,127300
-117.95,33.82,29,2929,640,1618,584,3.6875,,<1H OCEAN,190629,,213200
-118.15,33.85,36,1491,259,699,266,4.0781,,<1H OCEAN,206464.01,,217300
-118.05,33.93,35,2107,480,2241,443,3.1513,,<1H OCEAN,172170,,150000
-119.32,36.36,18,2060,383,1348,397,3.4312,,INLAND,93889,,68400
-117.29,33.15,11,2560,445,952,448,4.0625,,NEAR OCEAN,309890.26,,87500
-122.72,38.42,30,2099,406,1156,401,2.8036,,<1H OCEAN,151622,,152300
-119.71,36.81,9,1122,290,662,284,2.0536,,INLAND,74740,,55000
-122.2,37.48,30,1170,258,610,243,3.4427,,NEAR BAY,197012,,263500
-122.4,37.73,50,1947,411,1170,384,3.4769,,NEAR BAY,242061,,238700
-117.09,32.77,31,3062,,1263,539,3.0875,,NEAR OCEAN,155608,,291500
-118.42,33.96,44,1282,216,494,209,5.618,,<1H OCEAN,361552.02,,365900
-122.24,38.01,11,3751,565,1949,555,5.7862,,NEAR BAY,251557,,269400
-117.14,32.96,12,5949,799,2936,781,6.3721,,<1H OCEAN,291184.04,,241500
-118.41,34.25,19,280,84,483,87,1.95,,<1H OCEAN,176874,,137500
-122.7,38.44,45,883,202,401,194,3.2845,,<1H OCEAN,185695,,178300
-119.82,34.44,28,1992,531,1622,509,2.7689,,NEAR OCEAN,208875,,228200
-117.9,33.65,28,2043,430,1108,452,5.2549,,<1H OCEAN,256963.02,,261800
-118.15,34.07,52,1983,344,887,331,3.2875,,<1H OCEAN,301128.02,,234400
-118.45,34.06,20,3367,1264,2667,1131,2.2444,,<1H OCEAN,274498.03,,500000
-122.33,39.1,10,266,62,154,49,2.25,,INLAND,112183,,75000
-116.36,33.88,11,12557,3098,2453,1232,1.7844,,INLAND,104777,,78500
-118.09,33.97,35,2664,541,2033,491,3.7326,,<1H OCEAN,185961,,164300
-118.93,34.2,17,2619,606,1655,557,3.886,,<1H OCEAN,222944,,281300
-122.22,37.79,38,3049,711,2167,659,2.7969,,NEAR BAY,176159,,141700
-118.31,34.26,37,1444,246,624,239,5.76,,<1H OCEAN,302141,,239400
-118.41,34,35,1062,305,1026,307,2.7153,,<1H OCEAN,264374,,265500
-122.12,37.65,26,162,27,86,25,2.375,,NEAR BAY,158474,,137500
-118.27,33.77,26,2272,694,2567,595,1.9964,,NEAR OCEAN,137288,,150600
-124.21,40.75,32,1218,331,620,268,1.6528,,NEAR OCEAN,93303,,58100
-118.32,33.81,28,2142,445,1140,422,4.8438,,<1H OCEAN,284615,,346200
-118.14,34.17,52,2667,486,1681,504,4.0524,,<1H OCEAN,239535.01,,173100
-119.03,35.45,14,3520,604,1748,582,4.3162,,INLAND,126903,,87100
-117.8,33.64,8,4447,713,1680,705,8.8693,,<1H OCEAN,438139.21,,450400
-122.43,37.7,19,1733,354,959,348,4.7708,,NEAR BAY,290010.01,,281700
-122.56,38.01,21,2144,400,840,398,4.6,,NEAR BAY,272820.01,,239500
-119.72,36.82,16,2627,613,1054,623,1.9483,,INLAND,77389,,112500
-121.96,37.36,33,2581,623,1598,628,3.5199,,<1H OCEAN,212262,,261400
-117.92,33.68,28,3397,597,1397,560,4.8125,,<1H OCEAN,266834.06,,244600
-118.36,34.03,38,1400,376,1139,315,2.2368,,<1H OCEAN,146120,,120000
-117.66,33.46,28,1261,233,609,242,5.1024,,<1H OCEAN,294472.02,,312700
-120.44,34.93,16,2098,558,1252,492,2.1509,,<1H OCEAN,143748,,67500
-119.01,35.4,11,8739,2190,4781,1919,1.7109,,INLAND,98318,,44600
-118.46,34.17,22,6707,1737,2620,1610,3.1478,,<1H OCEAN,235846.02,,273700
-117.9,33.73,26,1324,314,1804,311,3.9659,,<1H OCEAN,177497,,178500
-117.33,34.17,5,4718,1140,2564,1056,2.9877,,INLAND,112552,,119900
-116.92,32.78,21,4192,752,2101,710,4.4306,,<1H OCEAN,194657.07,,159100
-121.3,37.92,28,3308,766,3201,720,1.7694,,INLAND,80345,,73900
-117.11,32.75,46,695,182,601,195,2.4219,,NEAR OCEAN,123907,,90600
-117.69,33.6,12,3258,421,1464,435,6.5413,,<1H OCEAN,315745.08,,332000
-117.9,33.75,28,1346,291,1575,278,3.425,,<1H OCEAN,169563,,159500
-121.82,37.38,32,3747,665,1687,649,5.4949,,<1H OCEAN,258522.02,,330800
-118.08,33.72,14,2021,396,696,367,7.1673,,NEAR OCEAN,394295.29,,340700
-117.91,33.89,30,1631,212,523,216,7.875,,<1H OCEAN,473976.68,,351900
-118.15,34.71,36,1338,250,709,250,3.5625,,INLAND,123089.95,,101400
-122.3,37.9,15,5083,1212,2420,1146,4.5824,,NEAR BAY,270889.01,,256100
-118.12,33.98,44,932,179,717,180,3.6875,,<1H OCEAN,165650,,178100
-118.33,34.2,43,2322,418,1106,433,4.3631,,<1H OCEAN,252416,,284600
-121.12,39.03,17,838,161,388,142,3.6563,,INLAND,148843,,163500
-120.37,36.15,34,2084,339,868,347,4.381,,INLAND,121736.97,,86300
-118.29,34.26,33,3177,713,1845,612,4.008,,<1H OCEAN,227691,,191100
-121.38,38.58,38,2968,475,1176,454,5.0497,,INLAND,230534.01,,191700
-117.35,33.64,23,6859,1535,3405,1351,2.5395,,<1H OCEAN,128603,,109200
-121.21,39.49,18,697,150,356,114,2.5568,,INLAND,94519,,77100
-121.43,37.74,40,859,196,427,176,3.5789,,INLAND,143021,,110400
-118.82,35.2,34,2185,469,1910,455,2.1136,,INLAND,68303,,57300
-118.24,33.97,38,1657,467,2033,443,2.1429,,<1H OCEAN,125371,,118500
-118.79,34.26,17,1986,249,761,241,7.2137,,<1H OCEAN,321114.02,,401900
-118.22,33.97,47,1688,386,1663,381,4.0609,,<1H OCEAN,161982,,171300
-119.01,35.35,34,1354,325,922,304,2.1875,,INLAND,72587,,58000
-117.12,34.46,17,1613,326,765,300,2.6827,,INLAND,94273,,110400
-118.26,33.96,37,1625,383,1243,350,1.3971,,<1H OCEAN,101163,,89800
-119.32,36.19,11,3136,620,2013,583,3.335,,INLAND,96342,,69700
-123.18,39.26,25,3066,570,1558,535,3.788,,<1H OCEAN,198282.01,,134200
-122.33,38.21,33,2017,370,949,342,4.625,,NEAR BAY,225606.02,,228600
-123.35,39.4,27,1321,338,779,327,1.85,,<1H OCEAN,114180,,71800
-118.43,34.25,32,2433,553,2318,532,3.6384,,<1H OCEAN,175044,,159300
-122.48,37.75,51,2095,410,1126,429,4.4,,NEAR BAY,329974,,318400
-117.24,32.75,36,1856,475,822,416,2.3042,,NEAR OCEAN,244329.14,,220600
-118.14,34.18,50,1493,326,1000,323,3.3068,,<1H OCEAN,193987,,154400
-121.65,36.7,29,4964,1056,2773,1036,3.0827,,<1H OCEAN,216598,,148100
-120.16,39.04,18,2040,402,350,129,4.0313,,INLAND,148930,,126000
-118.12,34.13,52,2935,341,975,327,11.706,,<1H OCEAN,500001,,500001
-122.05,37.54,25,4209,731,2568,703,5.2882,,NEAR BAY,287128.03,,223100
-118.45,34.15,10,1091,260,517,266,4.1727,,<1H OCEAN,344774.09,,332600
-118.96,35.41,29,3548,729,1542,659,2.947,,INLAND,93817,,87100
-122,37.4,35,1542,298,1164,318,5.9145,,<1H OCEAN,293067.01,,236900
-116.61,33.93,35,321,71,157,61,2.8056,,INLAND,122265,,68100
-117.9,33.63,26,4486,554,1598,549,10.1454,,<1H OCEAN,468347.52,,500001
-118.03,34.58,4,9849,1780,4546,1598,4.0729,,INLAND,180746,,154300
-118.05,33.96,37,2622,652,2778,644,2.9714,,<1H OCEAN,169307,,160300
-117.92,33.89,18,2895,487,1116,429,5.4716,,<1H OCEAN,273249.07,,400000
-120.08,34.64,18,2375,429,1048,369,4.2222,,NEAR OCEAN,257253,,375000
-122.23,37.76,52,1316,177,378,162,5.2915,,NEAR BAY,308375,,333000
-116.25,33.69,5,1664,444,907,374,2.7667,,INLAND,131997,,92900
-122.07,37.71,36,2879,480,1235,455,4.9801,,NEAR BAY,236379,,241500
-122.37,40.52,18,4547,774,2269,766,3.7896,,INLAND,119283,,98100
-117.26,32.97,25,2582,495,1088,471,6.4651,,NEAR OCEAN,417435.35,,500001
-118.19,33.78,8,992,393,694,331,2.5544,,NEAR OCEAN,214549.01,,162500
-118.09,33.91,34,1582,343,1356,324,3.4211,,<1H OCEAN,161065,,141100
-117.87,33.84,17,2395,410,1224,399,5.1182,,<1H OCEAN,244456.01,,249200
-122.7,38.46,29,2891,459,1012,441,5.0415,,<1H OCEAN,250537.02,,240200
-117.81,33.87,19,4491,680,2457,702,6.0591,,<1H OCEAN,272896,,233500
-118.29,34.18,36,3120,620,1441,612,3.9041,,<1H OCEAN,257813,,320400
-123.59,38.8,17,5202,1037,1742,803,3.1201,,NEAR OCEAN,161521,,176100
-116.91,33.75,13,10886,2127,4266,1955,2.3169,,INLAND,112192,,123400
-117.46,34.1,7,1759,473,1064,328,1.9583,,INLAND,110831,,108800
-121.32,38.01,36,391,74,171,79,2.7045,,INLAND,112942,,102800
-121.94,36.55,30,2722,584,628,384,3.4048,,NEAR OCEAN,299019.05,,487100
-118.62,34.2,32,3233,553,1678,545,5.0025,,<1H OCEAN,240376.01,,234900
-118.51,34.22,36,1952,387,1156,392,4.185,,<1H OCEAN,218593,,209200
-121.88,37.33,41,395,164,549,184,2.375,,<1H OCEAN,190813.01,,175000
-122.04,38.25,37,1176,291,648,271,2.7167,,INLAND,96252,,92200
-122.31,37.57,37,1437,305,979,331,4,,NEAR OCEAN,320534.05,,273700
-118.13,34.16,33,2682,716,2050,692,2.4817,,<1H OCEAN,187057,,169500
-118.3,33.95,27,1774,444,1622,402,2.2031,,<1H OCEAN,146739,,96900
-118.09,33.91,36,1442,271,990,268,4.0517,,<1H OCEAN,170728,,162200
-122.04,37.53,25,4458,922,2998,890,3.9667,,NEAR BAY,215446,,218500
-118.02,33.78,28,3375,559,1754,554,5.5446,,<1H OCEAN,262850.01,,228900
-121.92,36.95,29,3457,699,1327,563,3.6597,,NEAR OCEAN,302086.01,,252300
-117.6,33.98,26,1225,199,717,204,2.7284,,INLAND,109331,,225000
-117.49,34.05,20,1483,249,660,194,3.9464,,INLAND,125959,,207700
-118.37,33.97,26,6672,1729,3333,1557,2.9646,,<1H OCEAN,232522,,179800
-120.48,34.66,4,1897,331,915,336,4.1563,,NEAR OCEAN,229556,,172600
-118.4,34.02,27,515,201,397,228,2.4135,,<1H OCEAN,268439.04,,184400
-122.41,37.75,52,2515,576,1209,540,3.5912,,NEAR BAY,334600,,284900
-118.33,34.18,49,1969,377,977,367,3.8462,,<1H OCEAN,232317,,231300
-118.14,34.16,36,2973,807,2846,784,2.6217,,<1H OCEAN,182127,,156300
-118,33.88,28,1624,289,755,280,4.7083,,<1H OCEAN,219479,,268100
-117.71,34.05,20,2281,444,1545,481,2.5735,,INLAND,122905,,130500
-122.14,37.73,51,2619,403,922,393,4.6042,,NEAR BAY,306436.09,,251900
-120.86,37.77,45,621,129,257,124,1.7188,,INLAND,123144,,109400
-121.99,37.31,26,3285,502,1443,530,5.7833,,<1H OCEAN,304978,,339600
-119.77,36.81,28,1713,302,663,282,3.567,,INLAND,101305,,85500
-122.69,38.34,15,3091,697,1602,682,4.0071,,<1H OCEAN,260288,,135500
-122.43,37.63,34,4135,687,2154,742,4.9732,,NEAR OCEAN,289094.01,,342300
-119.71,34.4,27,3782,771,1742,751,4.0451,,NEAR OCEAN,261037,,395100
-120.08,36.34,18,1524,414,2030,356,2.1153,,INLAND,57993,,112500
-116.99,32.83,20,6696,1326,3687,1291,3.1979,,<1H OCEAN,188676,,154600
-118.31,34.19,27,4713,1169,2372,1077,3.7015,,<1H OCEAN,243617.01,,287900
-117.94,33.85,37,588,121,436,104,4.275,,<1H OCEAN,192801,,186200
-118.26,33.99,36,2016,505,1807,464,1.6901,,<1H OCEAN,104665,,103500
-118.35,34.21,42,1073,220,804,226,3.75,,<1H OCEAN,205154,,172600
-117.68,35.6,12,1678,241,765,281,6.0532,,INLAND,179615,,102800
-122.04,37.53,34,2316,478,1524,467,3.7364,,NEAR BAY,201645,,190400
-119.72,34.41,35,1853,375,878,338,4.9044,,NEAR OCEAN,307418.01,,335300
-118.98,35.37,35,825,179,670,181,1.1638,,INLAND,49893,,57900
-118.39,33.88,33,2496,387,1098,404,7.6685,,<1H OCEAN,471638.52,,474300
-121.51,38.53,36,2603,408,966,419,5.3135,,INLAND,240548,,216600
-117.77,34.12,15,4260,770,2007,695,4.4609,,INLAND,155756,,230000
-116.22,34.21,23,1175,468,355,151,2.2083,,INLAND,75848,,42500
-118.48,35.14,4,8417,1657,4631,1468,3.6949,,INLAND,129332,,115800
-117.01,34.9,34,2194,519,1326,515,2.1056,,INLAND,63518,,72000
-122.16,37.7,36,1097,208,568,225,2.9917,,NEAR BAY,163734,,194600
-121.58,37.01,15,2873,547,1582,567,5.1519,,INLAND,189418,,264700
-118.23,33.93,30,1147,260,1219,210,2.0658,,<1H OCEAN,106869,,93200
-121.24,37.81,6,3883,800,2319,787,3.5595,,INLAND,142214,,161000
